ADDRESS_STATE,OFFER_PRODUCT,OFFER_CHANNEL,BUREAU,EXPECTED_INHOME_DATE,UNIQUE_RESERVATION_CODE_COUNT,UNIQUE_APPLICANTS,UNIQUE_APPROVED,UNIQUE_FUNDED,RESPONSE_RATE_PCT,APPROVAL_RATE_PCT,FUND_RATE_PCT
MO,ILP,STORE,FT,7/15/2024,5711,43,17,17,0.75,0.3,0.3
MO,ILP,STORE,LN,7/15/2024,893,6,6,6,0.67,0.67,0.67
MO,ILP,STORE,TU,7/15/2024,2896,23,21,18,0.79,0.73,0.62
MS,ILP,OMNI,FT,7/15/2024,7290,70,59,47,0.96,0.81,0.64
MS,ILP,OMNI,LN,7/15/2024,2725,12,11,8,0.44,0.4,0.29
MS,ILP,OMNI,TU,7/15/2024,46151,168,163,129,0.36,0.35,0.28
MS,ILP,STORE,FT,7/15/2024,3489,45,26,23,1.29,0.75,0.66
MS,ILP,STORE,LN,7/15/2024,1351,20,14,13,1.48,1.04,0.96
MS,ILP,STORE,TU,7/15/2024,4793,50,38,37,1.04,0.79,0.77
NV,ILP,OMNI,FT,7/15/2024,7196,47,37,25,0.65,0.51,0.35
NV,ILP,OMNI,LN,7/15/2024,168,1,1,1,0.6,0.6,0.6
NV,ILP,OMNI,TU,7/15/2024,27356,63,57,32,0.23,0.21,0.12
NV,ILP,STORE,FT,7/15/2024,2609,21,12,12,0.8,0.46,0.46
NV,ILP,STORE,LN,7/15/2024,107,0,0,0,0,0,0
NV,ILP,STORE,TU,7/15/2024,3450,16,12,11,0.46,0.35,0.32
OK,ILP,OMNI,FT,7/15/2024,6344,36,32,24,0.57,0.5,0.38
OK,ILP,OMNI,LN,7/15/2024,1485,11,11,9,0.74,0.74,0.61
OK,ILP,OMNI,TU,7/15/2024,32027,132,130,90,0.41,0.41,0.28
OK,ILP,STORE,FT,7/15/2024,1979,22,17,14,1.11,0.86,0.71
OK,ILP,STORE,LN,7/15/2024,981,10,8,8,1.02,0.82,0.82
OK,ILP,STORE,TU,7/15/2024,3492,22,18,17,0.63,0.52,0.49
SC,LOC,OMNI,FT,7/15/2024,3777,34,28,20,0.9,0.74,0.53
SC,LOC,OMNI,LN,7/15/2024,3957,21,16,13,0.53,0.4,0.33
SC,LOC,OMNI,TU,7/15/2024,42118,147,141,101,0.35,0.33,0.24
SC,LOC,STORE,FT,7/15/2024,7273,97,51,51,1.33,0.7,0.7
SC,LOC,STORE,LN,7/15/2024,2019,25,13,13,1.24,0.64,0.64
SC,LOC,STORE,TU,7/15/2024,2062,19,17,15,0.92,0.82,0.73
TN,LOC,OMNI,FT,7/15/2024,2487,17,15,14,0.68,0.6,0.56
TN,LOC,OMNI,LN,7/15/2024,2688,8,8,6,0.3,0.3,0.22
TN,LOC,OMNI,TU,7/15/2024,28579,76,75,57,0.27,0.26,0.2
TN,LOC,STORE,FT,7/15/2024,2886,22,17,16,0.76,0.59,0.55
TN,LOC,STORE,LN,7/15/2024,1678,11,7,7,0.66,0.42,0.42
TN,LOC,STORE,TU,7/15/2024,1673,12,6,3,0.72,0.36,0.18
TX,ILP,OMNI,FT,7/15/2024,87832,503,440,336,0.57,0.5,0.38
TX,ILP,OMNI,LN,7/15/2024,8131,74,65,51,0.91,0.8,0.63
TX,ILP,OMNI,TU,7/15/2024,120832,448,422,265,0.37,0.35,0.22
TX,ILP,STORE,FT,7/15/2024,12642,148,93,77,1.17,0.74,0.61
TX,ILP,STORE,LN,7/15/2024,7272,80,55,47,1.1,0.76,0.65
TX,ILP,STORE,TU,7/15/2024,23595,129,103,76,0.55,0.44,0.32
UT,ILP,ONLINE,FT,7/15/2024,2937,9,8,3,0.31,0.27,0.1
UT,ILP,ONLINE,LN,7/15/2024,178,0,0,0,0,0,0
UT,ILP,ONLINE,TU,7/15/2024,1493,2,2,2,0.13,0.13,0.13
WI,ILP,OMNI,FT,7/15/2024,4186,14,12,8,0.33,0.29,0.19
WI,ILP,OMNI,LN,7/15/2024,505,4,4,3,0.79,0.79,0.59
WI,ILP,OMNI,TU,7/15/2024,18521,47,46,26,0.25,0.25,0.14
WI,ILP,STORE,FT,7/15/2024,5,0,0,0,0,0,0
WI,ILP,STORE,LN,7/15/2024,614,0,0,0,0,0,0
WI,ILP,STORE,TU,7/15/2024,2030,7,6,5,0.34,0.3,0.25
AL,ILP,OMNI,TU,7/29/2024,15620,114,111,87,0.73,0.71,0.56
AL,ILP,STORE,FT,7/29/2024,835,6,6,5,0.72,0.72,0.6
AL,ILP,STORE,LN,7/29/2024,2264,12,12,10,0.53,0.53,0.44
AL,ILP,STORE,TU,7/29/2024,2484,32,28,27,1.29,1.13,1.09
CA,PDL,STORE,FT,7/29/2024,5940,59,52,48,0.99,0.88,0.81
DE,ILP,OMNI,FT,7/29/2024,1674,5,5,3,0.3,0.3,0.18
DE,ILP,OMNI,LN,7/29/2024,303,1,1,1,0.33,0.33,0.33
DE,ILP,OMNI,TU,7/29/2024,7377,16,16,9,0.22,0.22,0.12
DE,ILP,STORE,FT,7/29/2024,828,5,3,1,0.6,0.36,0.12
DE,ILP,STORE,LN,7/29/2024,265,2,0,0,0.75,0,0
DE,ILP,STORE,TU,7/29/2024,861,1,1,1,0.12,0.12,0.12
FL,ILP,OMNI,FT,7/29/2024,5277,63,19,11,1.19,0.36,0.21
FL,ILP,OMNI,LN,7/29/2024,6581,90,53,38,1.37,0.81,0.58
FL,ILP,OMNI,TU,7/29/2024,36886,251,167,124,0.68,0.45,0.34
FL,ILP,STORE,FT,7/29/2024,57,0,0,0,0,0,0
FL,ILP,STORE,LN,7/29/2024,8,0,0,0,0,0,0
FL,ILP,STORE,TU,7/29/2024,7191,67,38,33,0.93,0.53,0.46
ID,ILP,OMNI,FT,7/29/2024,1236,6,4,1,0.49,0.32,0.08
ID,ILP,OMNI,LN,7/29/2024,81,0,0,0,0,0,0
ID,ILP,OMNI,TU,7/29/2024,3688,7,6,5,0.19,0.16,0.14
ID,ILP,STORE,FT,7/29/2024,493,3,1,1,0.61,0.2,0.2
ID,ILP,STORE,LN,7/29/2024,78,0,0,0,0,0,0
ID,ILP,STORE,TU,7/29/2024,432,1,1,1,0.23,0.23,0.23
KS,LOC,OMNI,FT,7/29/2024,4627,37,32,27,0.8,0.69,0.58
KS,LOC,OMNI,LN,7/29/2024,724,5,4,4,0.69,0.55,0.55
KS,LOC,OMNI,TU,7/29/2024,13097,54,52,41,0.41,0.4,0.31
KS,LOC,STORE,FT,7/29/2024,1226,10,7,7,0.82,0.57,0.57
KS,LOC,STORE,LN,7/29/2024,341,3,3,3,0.88,0.88,0.88
KS,LOC,STORE,TU,7/29/2024,852,7,5,5,0.82,0.59,0.59
MI,PDL,STORE,FT,7/29/2024,1005,8,4,4,0.8,0.4,0.4
MO,ILP,OMNI,FT,7/29/2024,10012,59,51,35,0.59,0.51,0.35
MO,ILP,OMNI,LN,7/29/2024,1694,11,8,4,0.65,0.47,0.24
MO,ILP,OMNI,TU,7/29/2024,28630,113,107,66,0.39,0.37,0.23
MO,ILP,STORE,FT,7/29/2024,5661,39,13,11,0.69,0.23,0.19
MO,ILP,STORE,LN,7/29/2024,884,5,4,2,0.57,0.45,0.23
MO,ILP,STORE,TU,7/29/2024,2871,19,14,12,0.66,0.49,0.42
MS,ILP,OMNI,FT,7/29/2024,7227,81,64,52,1.12,0.89,0.72
MS,ILP,OMNI,LN,7/29/2024,2718,11,11,9,0.4,0.4,0.33
MS,ILP,OMNI,TU,7/29/2024,46020,174,165,120,0.38,0.36,0.26
MS,ILP,STORE,FT,7/29/2024,3441,54,27,26,1.57,0.78,0.76
MS,ILP,STORE,LN,7/29/2024,1338,19,16,12,1.42,1.2,0.9
MS,ILP,STORE,TU,7/29/2024,4765,39,24,22,0.82,0.5,0.46
NV,ILP,OMNI,FT,7/29/2024,7170,64,55,32,0.89,0.77,0.45
NV,ILP,OMNI,LN,7/29/2024,168,1,1,1,0.6,0.6,0.6
NV,ILP,OMNI,TU,7/29/2024,27310,115,105,69,0.42,0.38,0.25
NV,ILP,STORE,FT,7/29/2024,2599,36,22,20,1.39,0.85,0.77
NV,ILP,STORE,LN,7/29/2024,107,1,0,0,0.93,0,0
NV,ILP,STORE,TU,7/29/2024,3444,12,6,6,0.35,0.17,0.17
OK,ILP,OMNI,FT,7/29/2024,6298,52,51,32,0.83,0.81,0.51
OK,ILP,OMNI,LN,7/29/2024,1477,6,6,4,0.41,0.41,0.27
OK,ILP,OMNI,TU,7/29/2024,31935,121,117,67,0.38,0.37,0.21
OK,ILP,STORE,FT,7/29/2024,1960,15,10,10,0.77,0.51,0.51
OK,ILP,STORE,LN,7/29/2024,971,11,8,7,1.13,0.82,0.72
OK,ILP,STORE,TU,7/29/2024,3476,17,16,13,0.49,0.46,0.37
SC,LOC,OMNI,FT,7/29/2024,3747,27,25,18,0.72,0.67,0.48
SC,LOC,OMNI,LN,7/29/2024,3943,11,10,5,0.28,0.25,0.13
SC,LOC,OMNI,TU,7/29/2024,42010,165,153,106,0.39,0.36,0.25
SC,LOC,STORE,FT,7/29/2024,7175,74,32,31,1.03,0.45,0.43
SC,LOC,STORE,LN,7/29/2024,2013,22,11,11,1.09,0.55,0.55
SC,LOC,STORE,TU,7/29/2024,2051,17,15,15,0.83,0.73,0.73
TN,LOC,OMNI,FT,7/29/2024,2485,10,10,9,0.4,0.4,0.36
TN,LOC,OMNI,LN,7/29/2024,2679,10,9,7,0.37,0.34,0.26
TN,LOC,OMNI,TU,7/29/2024,28528,106,102,74,0.37,0.36,0.26
TN,LOC,STORE,FT,7/29/2024,2870,19,13,12,0.66,0.45,0.42
TN,LOC,STORE,LN,7/29/2024,1670,12,10,10,0.72,0.6,0.6
TN,LOC,STORE,TU,7/29/2024,1658,16,9,9,0.97,0.54,0.54
TX,ILP,OMNI,FT,7/29/2024,87512,637,517,383,0.73,0.59,0.44
TX,ILP,OMNI,LN,7/29/2024,8089,60,54,35,0.74,0.67,0.43
TX,ILP,OMNI,TU,7/29/2024,120602,521,502,287,0.43,0.42,0.24
TX,ILP,STORE,FT,7/29/2024,12543,184,98,85,1.47,0.78,0.68
TX,ILP,STORE,LN,7/29/2024,7236,49,37,34,0.68,0.51,0.47
TX,ILP,STORE,TU,7/29/2024,23521,138,109,85,0.59,0.46,0.36
UT,ILP,ONLINE,FT,7/29/2024,2937,14,13,4,0.48,0.44,0.14
UT,ILP,ONLINE,LN,7/29/2024,178,1,1,1,0.56,0.56,0.56
UT,ILP,ONLINE,TU,7/29/2024,1493,1,1,0,0.07,0.07,0
WI,ILP,OMNI,FT,7/29/2024,4162,24,24,14,0.58,0.58,0.34
WI,ILP,OMNI,LN,7/29/2024,503,1,1,0,0.2,0.2,0
WI,ILP,OMNI,TU,7/29/2024,18470,64,59,43,0.35,0.32,0.23
WI,ILP,STORE,FT,7/29/2024,5,0,0,0,0,0,0
WI,ILP,STORE,LN,7/29/2024,609,1,1,1,0.16,0.16,0.16
WI,ILP,STORE,TU,7/29/2024,2018,16,10,9,0.79,0.5,0.45
AL,ILP,OMNI,TU,8/5/2024,16565,143,140,115,0.86,0.85,0.69
AL,ILP,STORE,FT,8/5/2024,213,2,2,1,0.94,0.94,0.47
AL,ILP,STORE,LN,8/5/2024,3426,47,44,42,1.37,1.28,1.23
AL,ILP,STORE,TU,8/5/2024,2414,57,52,50,2.36,2.15,2.07
CA,PDL,STORE,FT,8/5/2024,3009,31,29,26,1.03,0.96,0.86
CA,PDL,STORE,TU,8/5/2024,23834,119,105,100,0.5,0.44,0.42
DE,ILP,OMNI,FT,8/5/2024,1084,4,3,3,0.37,0.28,0.28
DE,ILP,OMNI,LN,8/5/2024,1063,11,9,8,1.03,0.85,0.75
DE,ILP,OMNI,TU,8/5/2024,8214,15,14,11,0.18,0.17,0.13
DE,ILP,STORE,FT,8/5/2024,678,6,5,5,0.89,0.74,0.74
DE,ILP,STORE,TU,8/5/2024,1089,3,2,2,0.28,0.18,0.18
FL,ILP,OMNI,FT,8/5/2024,5729,43,10,9,0.75,0.17,0.16
FL,ILP,OMNI,LN,8/5/2024,3481,57,27,19,1.64,0.78,0.55
FL,ILP,OMNI,TU,8/5/2024,59317,303,204,153,0.51,0.34,0.26
FL,ILP,STORE,FT,8/5/2024,40,0,0,0,0,0,0
FL,ILP,STORE,TU,8/5/2024,7849,64,41,34,0.82,0.52,0.43
IA,PDL,OMNI,TU,8/5/2024,1824,4,4,4,0.22,0.22,0.22
IA,PDL,STORE,TU,8/5/2024,843,4,3,3,0.47,0.36,0.36
ID,ILP,OMNI,FT,8/5/2024,571,8,8,6,1.4,1.4,1.05
ID,ILP,OMNI,LN,8/5/2024,807,6,6,3,0.74,0.74,0.37
ID,ILP,OMNI,TU,8/5/2024,3855,8,8,4,0.21,0.21,0.1
ID,ILP,STORE,FT,8/5/2024,435,2,2,2,0.46,0.46,0.46
ID,ILP,STORE,TU,8/5/2024,472,3,3,2,0.64,0.64,0.42
IN,PDL,OMNI,TU,8/5/2024,9925,19,12,12,0.19,0.12,0.12
IN,PDL,STORE,TU,8/5/2024,4511,19,12,12,0.42,0.27,0.27
KS,LOC,OMNI,FT,8/5/2024,1777,19,12,10,1.07,0.68,0.56
KS,LOC,OMNI,LN,8/5/2024,2775,13,11,8,0.47,0.4,0.29
KS,LOC,OMNI,TU,8/5/2024,15223,36,30,26,0.24,0.2,0.17
KS,LOC,STORE,FT,8/5/2024,2034,29,17,17,1.43,0.84,0.84
KS,LOC,STORE,TU,8/5/2024,1685,19,15,14,1.13,0.89,0.83
KY,PDL,OMNI,TU,8/5/2024,7798,14,7,7,0.18,0.09,0.09
KY,PDL,STORE,TU,8/5/2024,3304,13,6,6,0.39,0.18,0.18
LA,PDL,OMNI,TU,8/5/2024,8938,59,51,49,0.66,0.57,0.55
LA,PDL,STORE,TU,8/5/2024,3969,44,33,33,1.11,0.83,0.83
MI,PDL,STORE,FT,8/5/2024,702,5,3,3,0.71,0.43,0.43
MI,PDL,STORE,TU,8/5/2024,13622,59,57,50,0.43,0.42,0.37
MO,ILP,OMNI,FT,8/5/2024,8730,56,43,31,0.64,0.49,0.36
MO,ILP,OMNI,LN,8/5/2024,6749,62,57,39,0.92,0.84,0.58
MO,ILP,OMNI,TU,8/5/2024,33228,128,124,73,0.39,0.37,0.22
MO,ILP,STORE,FT,8/5/2024,3631,42,13,13,1.16,0.36,0.36
MO,ILP,STORE,TU,8/5/2024,3813,28,19,17,0.73,0.5,0.45
MS,ILP,OMNI,FT,8/5/2024,4393,50,38,35,1.14,0.87,0.8
MS,ILP,OMNI,LN,8/5/2024,8795,81,71,55,0.92,0.81,0.63
MS,ILP,OMNI,TU,8/5/2024,49197,177,167,128,0.36,0.34,0.26
MS,ILP,STORE,FT,8/5/2024,1945,41,22,21,2.11,1.13,1.08
MS,ILP,STORE,TU,8/5/2024,5618,64,51,43,1.14,0.91,0.77
NV,ILP,OMNI,FT,8/5/2024,5957,43,34,19,0.72,0.57,0.32
NV,ILP,OMNI,LN,8/5/2024,637,10,8,5,1.57,1.26,0.78
NV,ILP,OMNI,TU,8/5/2024,22284,74,64,36,0.33,0.29,0.16
NV,ILP,STORE,FT,8/5/2024,1785,25,18,17,1.4,1.01,0.95
NV,ILP,STORE,TU,8/5/2024,1787,22,15,15,1.23,0.84,0.84
OH,ILP,OMNI,TU,8/5/2024,20961,48,33,33,0.23,0.16,0.16
OH,ILP,STORE,TU,8/5/2024,4878,23,18,18,0.47,0.37,0.37
OK,ILP,OMNI,FT,8/5/2024,4521,35,34,20,0.77,0.75,0.44
OK,ILP,OMNI,LN,8/5/2024,4626,72,69,46,1.56,1.49,0.99
OK,ILP,OMNI,TU,8/5/2024,31967,144,137,93,0.45,0.43,0.29
OK,ILP,STORE,FT,8/5/2024,1578,17,11,10,1.08,0.7,0.63
OK,ILP,STORE,TU,8/5/2024,4479,43,35,32,0.96,0.78,0.71
SC,LOC,OMNI,FT,8/5/2024,2491,16,13,9,0.64,0.52,0.36
SC,LOC,OMNI,LN,8/5/2024,9643,119,91,63,1.23,0.94,0.65
SC,LOC,OMNI,TU,8/5/2024,50009,174,169,123,0.35,0.34,0.25
SC,LOC,STORE,FT,8/5/2024,3357,67,30,28,2,0.89,0.83
SC,LOC,STORE,TU,8/5/2024,3991,50,34,34,1.25,0.85,0.85
TN,LOC,OMNI,FT,8/5/2024,706,2,0,0,0.28,0,0
TN,LOC,OMNI,LN,8/5/2024,5880,54,46,36,0.92,0.78,0.61
TN,LOC,OMNI,TU,8/5/2024,37598,105,100,73,0.28,0.27,0.19
TN,LOC,STORE,FT,8/5/2024,2043,20,15,15,0.98,0.73,0.73
TN,LOC,STORE,TU,8/5/2024,1938,26,19,18,1.34,0.98,0.93
TX,ILP,OMNI,FT,8/5/2024,66413,490,422,312,0.74,0.64,0.47
TX,ILP,OMNI,LN,8/5/2024,28043,307,265,187,1.09,0.95,0.67
TX,ILP,OMNI,TU,8/5/2024,125383,465,436,235,0.37,0.35,0.19
TX,ILP,STORE,FT,8/5/2024,21784,377,231,209,1.73,1.06,0.96
TX,ILP,STORE,TU,8/5/2024,29497,272,203,171,0.92,0.69,0.58
UT,ILP,ONLINE,FT,8/5/2024,1673,5,5,1,0.3,0.3,0.06
UT,ILP,ONLINE,LN,8/5/2024,893,3,3,0,0.34,0.34,0
WI,ILP,OMNI,FT,8/5/2024,2642,24,21,12,0.91,0.79,0.45
WI,ILP,OMNI,LN,8/5/2024,2426,21,18,11,0.87,0.74,0.45
WI,ILP,OMNI,TU,8/5/2024,20785,68,66,41,0.33,0.32,0.2
WI,ILP,STORE,FT,8/5/2024,906,8,6,6,0.88,0.66,0.66
WI,ILP,STORE,TU,8/5/2024,998,14,7,6,1.4,0.7,0.6
WY,PDL,OMNI,TU,8/5/2024,237,1,1,1,0.42,0.42,0.42
WY,PDL,STORE,TU,8/5/2024,124,2,1,1,1.61,0.81,0.81
AL,ILP,OMNI,TU,8/19/2024,16341,88,87,73,0.54,0.53,0.45
AL,ILP,STORE,FT,8/19/2024,210,4,4,4,1.9,1.9,1.9
AL,ILP,STORE,LN,8/19/2024,3409,22,22,19,0.65,0.65,0.56
AL,ILP,STORE,TU,8/19/2024,2351,25,24,24,1.06,1.02,1.02
CA,PDL,STORE,FT,8/19/2024,2992,28,23,21,0.94,0.77,0.7
CA,PDL,STORE,TU,8/19/2024,23697,103,96,90,0.43,0.41,0.38
DE,ILP,OMNI,FT,8/19/2024,1078,5,5,4,0.46,0.46,0.37
DE,ILP,OMNI,LN,8/19/2024,1057,7,6,5,0.66,0.57,0.47
DE,ILP,OMNI,TU,8/19/2024,8167,14,13,8,0.17,0.16,0.1
DE,ILP,STORE,FT,8/19/2024,671,2,1,1,0.3,0.15,0.15
DE,ILP,STORE,TU,8/19/2024,1077,3,2,1,0.28,0.19,0.09
FL,ILP,OMNI,FT,8/19/2024,5665,29,11,9,0.51,0.19,0.16
FL,ILP,OMNI,LN,8/19/2024,3462,31,11,7,0.9,0.32,0.2
FL,ILP,OMNI,TU,8/19/2024,58789,268,186,137,0.46,0.32,0.23
FL,ILP,STORE,FT,8/19/2024,39,1,0,0,2.56,0,0
FL,ILP,STORE,TU,8/19/2024,7751,52,30,27,0.67,0.39,0.35
ID,ILP,OMNI,FT,8/19/2024,566,2,2,1,0.35,0.35,0.18
ID,ILP,OMNI,LN,8/19/2024,804,2,2,1,0.25,0.25,0.12
ID,ILP,OMNI,TU,8/19/2024,3838,10,8,5,0.26,0.21,0.13
ID,ILP,STORE,FT,8/19/2024,434,1,1,1,0.23,0.23,0.23
ID,ILP,STORE,TU,8/19/2024,469,0,0,0,0,0,0
KS,LOC,OMNI,FT,8/19/2024,1735,10,7,5,0.58,0.4,0.29
KS,LOC,OMNI,LN,8/19/2024,2763,6,5,5,0.22,0.18,0.18
KS,LOC,OMNI,TU,8/19/2024,15101,36,35,28,0.24,0.23,0.19
KS,LOC,STORE,FT,8/19/2024,1954,26,17,13,1.33,0.87,0.67
KS,LOC,STORE,TU,8/19/2024,1628,8,5,5,0.49,0.31,0.31
MI,PDL,STORE,FT,8/19/2024,694,6,5,3,0.86,0.72,0.43
MI,PDL,STORE,TU,8/19/2024,13527,63,57,52,0.47,0.42,0.38
MO,ILP,OMNI,FT,8/19/2024,8580,50,40,26,0.58,0.47,0.3
MO,ILP,OMNI,LN,8/19/2024,6673,33,28,18,0.49,0.42,0.27
MO,ILP,OMNI,TU,8/19/2024,32803,126,123,75,0.38,0.38,0.23
MO,ILP,STORE,FT,8/19/2024,3517,27,19,15,0.77,0.54,0.43
MO,ILP,STORE,TU,8/19/2024,3688,31,23,14,0.84,0.62,0.38
MS,ILP,OMNI,FT,8/19/2024,4246,33,27,22,0.78,0.64,0.52
MS,ILP,OMNI,LN,8/19/2024,8664,55,47,36,0.63,0.54,0.42
MS,ILP,OMNI,TU,8/19/2024,48709,159,152,115,0.33,0.31,0.24
MS,ILP,STORE,FT,8/19/2024,1828,20,10,7,1.09,0.55,0.38
MS,ILP,STORE,TU,8/19/2024,5429,47,39,35,0.87,0.72,0.64
NV,ILP,OMNI,FT,8/19/2024,5909,24,20,13,0.41,0.34,0.22
NV,ILP,OMNI,LN,8/19/2024,633,8,8,4,1.26,1.26,0.63
NV,ILP,OMNI,TU,8/19/2024,22120,72,68,37,0.33,0.31,0.17
NV,ILP,STORE,FT,8/19/2024,1748,15,7,7,0.86,0.4,0.4
NV,ILP,STORE,TU,8/19/2024,1739,15,11,11,0.86,0.63,0.63
OK,ILP,OMNI,FT,8/19/2024,4445,28,28,21,0.63,0.63,0.47
OK,ILP,OMNI,LN,8/19/2024,4573,62,56,35,1.36,1.22,0.77
OK,ILP,OMNI,TU,8/19/2024,31588,143,140,82,0.45,0.44,0.26
OK,ILP,STORE,FT,8/19/2024,1533,17,13,9,1.11,0.85,0.59
OK,ILP,STORE,TU,8/19/2024,4378,28,22,21,0.64,0.5,0.48
SC,LOC,OMNI,FT,8/19/2024,2456,14,11,9,0.57,0.45,0.37
SC,LOC,OMNI,LN,8/19/2024,9565,61,43,37,0.64,0.45,0.39
SC,LOC,OMNI,TU,8/19/2024,49626,123,118,87,0.25,0.24,0.18
SC,LOC,STORE,FT,8/19/2024,3262,31,12,11,0.95,0.37,0.34
SC,LOC,STORE,TU,8/19/2024,3855,29,22,21,0.75,0.57,0.54
TN,LOC,OMNI,FT,8/19/2024,704,4,4,3,0.57,0.57,0.43
TN,LOC,OMNI,LN,8/19/2024,5845,36,30,21,0.62,0.51,0.36
TN,LOC,OMNI,TU,8/19/2024,37337,73,69,51,0.2,0.18,0.14
TN,LOC,STORE,FT,8/19/2024,1995,27,19,19,1.35,0.95,0.95
TN,LOC,STORE,TU,8/19/2024,1863,14,10,8,0.75,0.54,0.43
TX,ILP,OMNI,FT,8/19/2024,65750,444,361,274,0.68,0.55,0.42
TX,ILP,OMNI,LN,8/19/2024,27856,237,199,139,0.85,0.71,0.5
TX,ILP,OMNI,TU,8/19/2024,124492,422,398,240,0.34,0.32,0.19
TX,ILP,STORE,FT,8/19/2024,21520,228,118,96,1.06,0.55,0.45
TX,ILP,STORE,TU,8/19/2024,29031,182,131,108,0.63,0.45,0.37
UT,ILP,ONLINE,FT,8/19/2024,1670,10,9,3,0.6,0.54,0.18
UT,ILP,ONLINE,LN,8/19/2024,893,2,2,1,0.22,0.22,0.11
WI,ILP,OMNI,FT,8/19/2024,2603,16,14,9,0.61,0.54,0.35
WI,ILP,OMNI,LN,8/19/2024,2403,15,14,11,0.62,0.58,0.46
WI,ILP,OMNI,TU,8/19/2024,20504,56,53,36,0.27,0.26,0.18
WI,ILP,STORE,FT,8/19/2024,879,8,4,4,0.91,0.46,0.46
WI,ILP,STORE,TU,8/19/2024,952,7,6,6,0.74,0.63,0.63
AL,ILP,OMNI,TU,9/3/2024,31161,181,176,156,0.58,0.56,0.5
AL,ILP,STORE,FT,9/3/2024,827,12,11,11,1.45,1.33,1.33
AL,ILP,STORE,LN,9/3/2024,3396,19,18,18,0.56,0.53,0.53
AL,ILP,STORE,TU,9/3/2024,4802,49,45,42,1.02,0.94,0.87
CA,PDL,STORE,FT,9/3/2024,7534,76,67,59,1.01,0.89,0.78
CA,PDL,STORE,TU,9/3/2024,56794,272,235,213,0.48,0.41,0.38
DE,ILP,OMNI,FT,9/3/2024,2747,13,11,8,0.47,0.4,0.29
DE,ILP,OMNI,LN,9/3/2024,1400,10,10,8,0.71,0.71,0.57
DE,ILP,OMNI,TU,9/3/2024,15478,33,33,28,0.21,0.21,0.18
DE,ILP,STORE,FT,9/3/2024,1462,11,5,4,0.75,0.34,0.27
DE,ILP,STORE,LN,9/3/2024,328,0,0,0,0,0,0
DE,ILP,STORE,TU,9/3/2024,2044,7,5,5,0.34,0.24,0.24
FL,ILP,OMNI,FT,9/3/2024,7141,66,19,12,0.92,0.27,0.17
FL,ILP,OMNI,LN,9/3/2024,4390,43,28,18,0.98,0.64,0.41
FL,ILP,OMNI,TU,9/3/2024,101353,498,339,226,0.49,0.33,0.22
FL,ILP,STORE,FT,9/3/2024,82,1,0,0,1.22,0,0
FL,ILP,STORE,LN,9/3/2024,1013,11,6,6,1.09,0.59,0.59
FL,ILP,STORE,TU,9/3/2024,14721,114,82,72,0.77,0.56,0.49
IA,PDL,STORE,TU,9/3/2024,881,4,4,4,0.45,0.45,0.45
ID,ILP,OMNI,FT,9/3/2024,1768,5,5,2,0.28,0.28,0.11
ID,ILP,OMNI,LN,9/3/2024,1312,4,3,2,0.3,0.23,0.15
ID,ILP,OMNI,TU,9/3/2024,7454,20,18,11,0.27,0.24,0.15
ID,ILP,STORE,FT,9/3/2024,960,3,0,0,0.31,0,0
ID,ILP,STORE,LN,9/3/2024,274,1,1,1,0.37,0.37,0.37
ID,ILP,STORE,TU,9/3/2024,900,3,1,1,0.33,0.11,0.11
IN,PDL,STORE,TU,9/3/2024,4330,21,16,16,0.49,0.37,0.37
KS,LOC,OMNI,FT,9/3/2024,6172,35,29,24,0.57,0.47,0.39
KS,LOC,OMNI,LN,9/3/2024,4184,15,13,11,0.36,0.31,0.26
KS,LOC,OMNI,TU,9/3/2024,28206,53,51,35,0.19,0.18,0.12
KS,LOC,STORE,FT,9/3/2024,3204,29,22,19,0.91,0.69,0.59
KS,LOC,STORE,LN,9/3/2024,996,3,1,1,0.3,0.1,0.1
KS,LOC,STORE,TU,9/3/2024,2366,17,13,13,0.72,0.55,0.55
KY,PDL,STORE,TU,9/3/2024,3152,7,6,6,0.22,0.19,0.19
LA,PDL,STORE,TU,9/3/2024,4131,18,15,14,0.44,0.36,0.34
MI,PDL,STORE,FT,9/3/2024,1562,10,7,7,0.64,0.45,0.45
MI,PDL,STORE,TU,9/3/2024,30039,147,133,125,0.49,0.44,0.42
MO,ILP,OMNI,FT,9/3/2024,18439,75,65,48,0.41,0.35,0.26
MO,ILP,OMNI,LN,9/3/2024,9774,41,38,30,0.42,0.39,0.31
MO,ILP,OMNI,TU,9/3/2024,62454,185,171,116,0.3,0.27,0.19
MO,ILP,STORE,FT,9/3/2024,8418,71,28,24,0.84,0.33,0.29
MO,ILP,STORE,LN,9/3/2024,2376,6,4,4,0.25,0.17,0.17
MO,ILP,STORE,TU,9/3/2024,7008,45,28,26,0.64,0.4,0.37
MS,ILP,OMNI,FT,9/3/2024,11650,107,81,69,0.92,0.7,0.59
MS,ILP,OMNI,LN,9/3/2024,11464,57,49,40,0.5,0.43,0.35
MS,ILP,OMNI,TU,9/3/2024,95065,285,271,200,0.3,0.29,0.21
MS,ILP,STORE,FT,9/3/2024,5069,68,35,32,1.34,0.69,0.63
MS,ILP,STORE,LN,9/3/2024,4070,45,31,27,1.11,0.76,0.66
MS,ILP,STORE,TU,9/3/2024,10804,69,44,38,0.64,0.41,0.35
